epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,11414.4,0.97523,0.77367,1.15048,0.90366,0.89129,0.94274,0.6409,1.16975,0.59497,1.41031,0.0002576,0.0002576,0.0002576
178,11478.9,0.95495,0.75933,1.15054,0.91112,0.88132,0.93919,0.645,1.17222,0.59212,1.41216,0.0002477,0.0002477,0.0002477
179,11543.3,0.9643,0.76282,1.15555,0.91926,0.88235,0.9438,0.64674,1.16922,0.60497,1.41011,0.0002378,0.0002378,0.0002378
180,11607.7,0.95996,0.77513,1.15162,0.92565,0.86878,0.94283,0.6448,1.17726,0.60671,1.41347,0.0002279,0.0002279,0.0002279
181,11672.3,0.9451,0.75264,1.13706,0.91601,0.88826,0.94758,0.65007,1.18046,0.60645,1.41294,0.000218,0.000218,0.000218
182,11736.9,0.95294,0.75193,1.14949,0.92915,0.86425,0.94768,0.64837,1.16666,0.59224,1.39804,0.0002081,0.0002081,0.0002081
183,11801.3,0.93392,0.73103,1.12605,0.91744,0.88235,0.95245,0.64966,1.1643,0.60268,1.40037,0.0001982,0.0001982,0.0001982
184,11865.8,0.94736,0.73915,1.1468,0.91621,0.89059,0.94937,0.64644,1.16351,0.60446,1.39167,0.0001883,0.0001883,0.0001883
185,11930.3,0.95148,0.75139,1.13792,0.91189,0.8898,0.94809,0.64459,1.14875,0.59593,1.38831,0.0001784,0.0001784,0.0001784
186,11994.7,0.92963,0.73906,1.13963,0.9169,0.89873,0.94761,0.64438,1.14183,0.59066,1.3886,0.0001685,0.0001685,0.0001685
187,12059.2,0.95692,0.74706,1.15109,0.91507,0.87752,0.93835,0.64721,1.15465,0.59754,1.39428,0.0001586,0.0001586,0.0001586
188,12123.6,0.92841,0.73912,1.1339,0.8998,0.8914,0.94336,0.64704,1.16521,0.59562,1.39202,0.0001487,0.0001487,0.0001487
189,12188.2,0.92018,0.71079,1.12359,0.9193,0.87628,0.93936,0.64592,1.1675,0.59633,1.3961,0.0001388,0.0001388,0.0001388
190,12252.6,0.94254,0.73107,1.14098,0.91047,0.87434,0.93823,0.64165,1.15996,0.60197,1.39852,0.0001289,0.0001289,0.0001289
191,12341.3,0.8487,0.55972,1.09538,0.92282,0.86563,0.93986,0.64009,1.16284,0.60897,1.39512,0.000119,0.000119,0.000119
192,12405.6,0.84681,0.54978,1.08718,0.92255,0.86878,0.94202,0.6391,1.16804,0.61402,1.40151,0.0001091,0.0001091,0.0001091
193,12470.1,0.82026,0.53994,1.06894,0.91434,0.8733,0.94399,0.64078,1.1653,0.61028,1.40466,9.92e-05,9.92e-05,9.92e-05
194,12534.4,0.81826,0.53196,1.07388,0.89547,0.89154,0.94941,0.64184,1.15461,0.60575,1.39914,8.93e-05,8.93e-05,8.93e-05
195,12598.7,0.81512,0.52294,1.06385,0.88871,0.90498,0.94945,0.64744,1.15862,0.60478,1.39929,7.94e-05,7.94e-05,7.94e-05
196,12663,0.80743,0.52182,1.06689,0.91613,0.88968,0.94988,0.64602,1.14918,0.60014,1.3992,6.95e-05,6.95e-05,6.95e-05
197,12727.3,0.80958,0.52276,1.06722,0.89896,0.90045,0.94913,0.64093,1.14953,0.60191,1.40073,5.96e-05,5.96e-05,5.96e-05
198,12791.6,0.8083,0.51958,1.06661,0.90341,0.88877,0.9482,0.6428,1.14488,0.59877,1.39658,4.97e-05,4.97e-05,4.97e-05
199,12855.9,0.79344,0.5125,1.05276,0.90799,0.89304,0.94838,0.64298,1.14995,0.5995,1.40045,3.98e-05,3.98e-05,3.98e-05
200,12920.2,0.80868,0.52013,1.06649,0.90791,0.89593,0.94885,0.64184,1.15058,0.60169,1.40466,2.99e-05,2.99e-05,2.99e-05
