epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,2420.05,1.36852,1.27471,1.42308,0.88692,0.8518,0.91368,0.55509,1.33181,0.8757,1.48609,0.0005348,0.0005348,0.0005348
39,2483.36,1.35098,1.26456,1.42681,0.91905,0.82199,0.8964,0.55887,1.29446,0.86717,1.48813,0.0004952,0.0004952,0.0004952
40,2547.18,1.3534,1.26089,1.41207,0.93893,0.82353,0.90682,0.5587,1.31573,0.86602,1.50207,0.0004556,0.0004556,0.0004556
41,2630.97,1.3046,1.04767,1.40977,0.92025,0.79186,0.90121,0.56368,1.32436,0.90194,1.48847,0.000416,0.000416,0.000416
42,2694.23,1.2499,0.95689,1.37386,0.94391,0.80995,0.90503,0.57558,1.29565,0.86336,1.46265,0.0003764,0.0003764,0.0003764
43,2757.61,1.24216,0.93472,1.36655,0.94484,0.82353,0.90946,0.57689,1.30748,0.85765,1.47498,0.0003368,0.0003368,0.0003368
44,2821.09,1.21636,0.90881,1.35191,0.9347,0.81448,0.90398,0.57048,1.32614,0.8677,1.50441,0.0002972,0.0002972,0.0002972
45,2884.63,1.21721,0.90252,1.33215,0.93285,0.8371,0.92028,0.58784,1.28685,0.82481,1.45208,0.0002576,0.0002576,0.0002576
46,2948.13,1.19995,0.8819,1.33785,0.91737,0.82805,0.92012,0.57897,1.27914,0.82827,1.46515,0.000218,0.000218,0.000218
47,3011.55,1.17688,0.85463,1.32606,0.92899,0.82881,0.9254,0.5892,1.26237,0.81185,1.44554,0.0001784,0.0001784,0.0001784
48,3075.27,1.15516,0.84739,1.31472,0.89377,0.87563,0.92671,0.59355,1.25579,0.78965,1.44371,0.0001388,0.0001388,0.0001388
49,3138.67,1.13953,0.83933,1.30203,0.94929,0.84709,0.9332,0.60519,1.24803,0.7801,1.42873,9.92e-05,9.92e-05,9.92e-05
50,3201.86,1.11352,0.80904,1.27184,0.92286,0.86615,0.93101,0.60899,1.25877,0.77977,1.44614,5.96e-05,5.96e-05,5.96e-05
